6.313882217914215
38	0000000

108	00000010

132	000000110

134	000000111

83	0000010

84	0000011

131	000010000

135	000010001

230	00001001000

229	00001001001

173	0000100101

172	0000100110

226	00001001110

241	000010011110

249	0000100111110

248	00001001111110

251	00001001111111

40	0000101

82	0000110

107	00001110

105	00001111

39	0001000

133	000100100

174	0001001010

170	0001001011

106	00010011

41	0001010

42	0001011

81	0001100

167	0001101000

188	0001101001

171	0001101010

200	0001101011

225	00011011000

231	00011011001

201	0001101101

202	0001101110

227	00011011110

220	00011011111

43	0001110

78	0001111

79	0010000

104	00100010

130	001000110

168	0010001110

166	0010001111

44	0010010

103	00100110

169	0010011100

160	0010011101

128	001001111

80	0010100

77	0010101

190	0010110000

199	0010110001

127	001011001

3	00101101

45	0010111

129	001100000

223	00110000100

224	00110000101

217	00110000110

228	00110000111

4	00110001

73	0011001

102	00110100

101	00110101

76	0011011

46	0011100

47	0011101

75	0011110

74	0011111

100	01000000

198	0100000100

222	01000001010

239	010000010110

240	010000010111

164	0100000110

165	0100000111

51	0100001

191	010001

48	0100100

63	0100101

70	0100110

99	01001110

5	01001111

52	0101000

55	0101001

69	0101010

49	0101011

59	0101100

61	0101101

50	0101110

56	0101111

67	0110000

60	0110001

72	0110010

62	0110011

64	0110100

54	0110101

125	011011000

126	011011001

12	01101101

53	0110111

98	01110000

17	01110001

58	0111001

57	0111010

65	0111011

71	0111100

68	0111101

162	0111110000

161	0111110001

216	01111100100

213	01111100101

163	0111110011

97	01111101

66	0111111

192	10

16	11000000

96	11000001

18	11000010

123	110000110

221	11000011100

214	11000011101

197	1100001111

15	11000100

95	11000101

14	11000110

13	11000111

11	11001000

219	11001001000

238	110010010010

246	1100100100110

242	1100100100111

157	1100100101

124	110010011

9	11001010

19	11001011

210	11001100000

215	11001100001

158	1100110001

153	1100110010

159	1100110011

7	11001101

20	11001110

6	11001111

121	110100000

122	110100001

10	11010001

94	11010010

93	11010011

8	11010100

218	11010101000

211	11010101001

0	1101010101

156	1101010110

155	1101010111

21	11010110

118	110101110

196	1101011110

149	1101011111

23	11011000

120	110110010

152	1101100110

209	11011001110

208	11011001111

24	11011010

22	11011011

193	110111000

119	110111001

26	11011101

150	1101111000

212	11011110010

207	11011110011

144	1101111010

154	1101111011

25	11011111

1	11100000

92	11100001

148	1110001000

244	1110001001000

243	1110001001001

233	111000100101

182	11100010011

114	111000101

27	11100011

2	11100100

91	11100101

146	1110011000

151	1110011001

117	111001101

28	11100111

115	111010000

116	111010001

195	1110100100

175	11101001010

206	11101001011

147	1110100110

145	1110100111

89	11101010

90	11101011

29	11101100

112	111011010

113	111011011

234	111011100000

237	111011100001

185	11101110001

139	1110111001

140	1110111010

183	11101110110

204	11101110111

31	11101111

30	11110000

184	11110001000

235	111100010010

252	11110001001100

247	11110001001101

253	111100010011100

254	1111000100111010

250	1111000100111011

245	11110001001111

176	11110001010

205	11110001011

110	111100011

87	11110010

32	11110011

137	1111010000

142	1111010001

138	1111010010

181	11110100110

180	11110100111

88	11110101

33	11110110

34	11110111

177	11111000000

203	11111000001

141	1111100001

178	11111000100

236	111110001010

232	111110001011

143	1111100011

111	111110010

109	111110011

86	11111010

36	11111011

37	11111100

35	11111101

85	11111110

194	1111111100

136	1111111101

186	11111111100

187	11111111101

179	11111111110

189	11111111111

