0	440

1	1876

2	1926

3	1419

4	1419

5	1499

6	1687

7	1669

8	1747

9	1650

10	1698

11	1631

12	1521

13	1631

14	1634

15	1626

16	1591

17	1540

18	1604

19	1660

20	1685

21	1766

22	1836

23	1794

24	1808

25	1873

26	1847

27	1918

28	1957

29	2040

30	2133

31	2101

32	2158

33	2182

34	2187

35	2285

36	2272

37	2276

38	2366

39	2514

40	2471

41	2615

42	2626

43	2639

44	2713

45	2833

46	2893

47	2897

48	2958

49	2990

50	3013

51	2935

52	2992

53	3047

54	3037

55	2996

56	3011

57	3057

58	3055

59	2992

60	3015

61	2992

62	3034

63	2959

64	3021

65	3053

66	3144

67	3009

68	3086

69	2971

70	2981

71	3090

72	3017

73	2846

74	2886

75	2884

76	2865

77	2796

78	2655

79	2665

80	2787

81	2610

82	2482

83	2403

84	2414

85	2265

86	2228

87	2127

88	2142

89	1991

90	2007

91	1923

92	1886

93	1732

94	1715

95	1611

96	1577

97	1552

98	1519

99	1482

100	1451

101	1433

102	1416

103	1354

104	1333

105	1249

106	1286

107	1241

108	1169

109	1116

110	1062

111	1107

112	1012

113	1019

114	959

115	965

116	976

117	960

118	880

119	913

120	890

121	841

122	856

123	797

124	813

125	756

126	761

127	695

128	688

129	706

130	674

131	608

132	597

133	619

134	606

135	604

136	566

137	530

138	533

139	519

140	512

141	539

142	522

143	545

144	455

145	491

146	465

147	490

148	452

149	422

150	421

151	446

152	414

153	388

154	437

155	415

156	407

157	377

158	377

159	382

160	322

161	369

162	343

163	361

164	347

165	339

166	321

167	289

168	318

169	326

170	299

171	311

172	292

173	291

174	305

175	228

176	258

177	267

178	269

179	287

180	260

181	261

182	233

183	257

184	252

185	243

186	274

187	275

188	311

189	291

190	334

191	5848

192	107807

193	884

194	545

195	468

196	425

197	383

198	346

199	338

200	313

201	317

202	315

203	264

204	254

205	263

206	245

207	223

208	224

209	226

210	203

211	221

212	225

213	195

214	198

215	201

216	192

217	180

218	210

219	204

220	166

221	195

222	176

223	170

224	177

225	162

226	156

227	165

228	178

229	149

230	150

231	160

232	140

233	119

234	122

235	133

236	134

237	125

238	101

239	92

240	92

241	77

242	55

243	58

244	57

245	37

246	49

247	33

248	21

249	37

250	14

251	22

252	27

253	18

254	4

